site,date,personnel,ploidy,line,bag,height
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,61
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,60
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,70
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,53
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,53
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,41
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,40
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,39
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,38
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,44
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,37
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,50
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,68
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,53
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,50
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,63
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,55
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,55
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,71
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,53
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,45
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,54
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,23,46
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,70
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,54
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,63
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,72
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,56
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,64
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,57
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,70
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,50
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,56
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,66
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,58
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,50
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,54
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,70
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,54
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,60
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,72
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,65
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,29,56
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,60
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,52
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,69
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,70
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,70
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,52
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,50
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,50
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,60
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,50
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,50
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,60
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,54
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,56
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,57
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,73
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,60
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,57
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,66
Nelson Bay,3/14/2022,Tal and Mark,2N,NC,109,64
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,97
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,77
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,54
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,64
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,64
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,70
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,49
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,32
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,62
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,53
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,50
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,63
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,73
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,62
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,75
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,93
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,70
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,91
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,79
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,10,70
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,82
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,61
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,74
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,60
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,56
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,55
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,71
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,72
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,73
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,60
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,72
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,54
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,78
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,87
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,67
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,70
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,54
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,54
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,72
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,105,75
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,70
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,81
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,80
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,74
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,53
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,55
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,46
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,66
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,70
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,69
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,85
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,79
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,71
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,54
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,46
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,60
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,60
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,65
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,65
Nelson Bay,3/14/2022,Tal and Mark,3N,NC,25,64
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,67
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,37
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,52
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,53
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,43
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,70
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,44
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,37
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,58
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,57
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,47
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,36
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,58
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,46
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,41
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,45
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,49
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,55
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,43
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,17,45
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,46
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,58
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,50
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,43
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,58
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,55
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,60
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,60
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,56
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,42
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,51
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,51
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,56
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,38
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,54
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,44
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,56
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,56
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,43
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,76,49
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,42
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,41
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,52
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,38
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,55
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,43
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,36
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,44
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,57
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,59
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,46
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,49
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,36
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,54
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,37
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,34
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,34
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,38
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,51
Pasture Point,3/14/2022,Jonathan and Jacob,2N,HNRY,65,36
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,55
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,62
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,63
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,44
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,58
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,54
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,48
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,62
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,49
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,56
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,44
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,39
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,47
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,64
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,47
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,51
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,35
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,35
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,41
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,97,66
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,74
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,48
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,50
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,45
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,45
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,43
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,55
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,39
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,39
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,44
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,43
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,55
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,50
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,43
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,58
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,42
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,53
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,45
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,56
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,85,55
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,43
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,50
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,50
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,50
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,43
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,46
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,36
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,48
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,59
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,44
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,43
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,52
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,39
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,50
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,37
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,42
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,40
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,60
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,56
Pasture Point,3/14/2022,Jonathan and Jacob,3N,HNRY,87,39
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,68
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,57
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,58
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,55
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,51
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,53
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,51
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,66
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,52
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,47
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,44
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,58
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,59
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,46
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,52
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,54
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,54
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,45
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,58
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,96,46
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,54
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,48
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,48
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,59
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,52
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,40
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,57
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,53
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,35
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,56
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,49
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,49
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,45
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,48
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,46
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,45
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,67
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,53
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,50
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,90,47
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,69
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,43
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,44
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,51
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,69
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,46
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,57
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,53
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,50
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,59
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,48
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,50
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,57
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,46
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,40
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,54
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,71
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,56
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,41
Pasture Point,3/14/2022,Jonathan and Jacob,2N,NC,99,49
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,74
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,46
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,48
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,60
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,90
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,77
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,75
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,46
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,54
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,51
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,56
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,78
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,53
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,65
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,47
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,50
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,89
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,68
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,71
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,47,69
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,54
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,56
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,64
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,72
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,44
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,45
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,55
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,55
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,74
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,51
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,81
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,65
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,51
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,55
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,54
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,59
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,66
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,76
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,40
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,48,71
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,43
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,59
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,67
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,86
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,42
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,77
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,52
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,36
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,54
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,68
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,62
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,76
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,56
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,49
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,58
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,68
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,42
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,44
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,71
Pasture Point,3/14/2022,Jonathan and Jacob,3N,NC,15,59
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,53
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,51
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,62
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,46
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,47
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,49
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,59
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,52
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,53
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,61
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,53
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,59
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,50
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,54
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,49
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,57
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,54
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,68
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,57
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,7,41
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,61,49
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,61,60
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,61,51
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,61,61
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,61,60
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,61,51
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,61,44
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,61,43
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,61,53
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,61,57
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,61,43
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,61,63
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,61,55
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,61,46
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,61,54
Williston Creek,3/16/2022,Jacob and Mark,2N,HNRY,61,65
